"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY_NONPROFIT","NURSING HOME PROVIDER NAME","AFFILIATION ENTITY NAME","AFFILIATION ENTITY ID","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE"
O20040715000043,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225036478,N,395395,5395724280,"COLONIAL PARK CARE CENTER, LLC",COLONIAL PARK CARE CENTER,,,LLC,,P,COLONIAL PARK CARE CENTER,GRANE HEALTHCARE,240,800 KING RUSS RD,,HARRISBURG,PA,171095101
O20040715000477,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114913977,N,165549,3274512124,OTTUMWA DEVELOPMENTS INC,VISTA WOODS CARE CENTER,09/13/1967,IA,CORPORATION,,P,VISTA WOODS CARE CENTER,,,3 PENNSYLVANIA PL,,OTTUMWA,IA,525012165
O20040715000704,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407943681,N,525461,1557340320,"THI OF WISCONSIN AT HARTFORD, LLC",THE PAVILION AT GLACIER VALLEY,05/19/2003,DE,LLC,,P,PAVILION AT GLACIER VALLEY,FUNDAMENTAL HEALTHCARE,231,1900 AMERICAN EAGLE DR,,SLINGER,WI,530869043
O20040716000580,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609876192,N,195422,5799771606,"ROSEWOOD NURSING CENTER, LLC",,,,LLC,,P,ROSEWOOD NURSING CENTER,,,534 15TH ST,,LAKE CHARLES,LA,706017336
O20040717000085,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811913718,N,105268,4183521669,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,LAKESIDE HEALTH CETNER,,,PARTNERSHIP,,P,LAKESIDE HEALTH CENTER,LIFE CARE CENTERS OF AMERICA,311,2501 N AUSTRALIAN AVE,,WEST PALM BEACH,FL,334075638
O20040717000249,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215984802,N,185171,4183521669,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,PARKVIEW NURSING & REHABILITATION CENTER,,,PARTNERSHIP,,P,PARKVIEW NURSING & REHABILITATION CENTER,LIFE CARE CENTERS OF AMERICA,311,544 LONE OAK RD,,PADUCAH,KY,420034538
O20040717000262,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225085921,N,265338,4183521669,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,WESTCHESTER HOUSE,,,PARTNERSHIP,,P,"WESTCHESTER HOUSE, THE",LIFE CARE CENTERS OF AMERICA,311,550 WHITE RD,,CHESTERFIELD,MO,630172316
O20040717000276,NE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1255388856,N,285134,4183521669,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,LIFE CARE CENTER OF ELKHORN,,,PARTNERSHIP,,P,LIFE CARE CENTER OF ELKHORN,LIFE CARE CENTERS OF AMERICA,311,20275 HOPPER STREET,,ELKHORN,NE,680222239
O20040719000343,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619062858,N,395390,4385623701,LEEDS HEALTH CARE SERVICES INC,NOTTINGHAM VILLAGE,12/25/2003,PA,CORPORATION,,P,NOTTINGHAM VILLAGE,,,58 NEITZ RD,,NORTHUMBERLAND,PA,178579608
O20040719001118,WV,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396729869,N,515134,1951380278,HARRELL NURSING HOME,MEADOWBROOK ACRES NURSING HOME,06/28/1977,WV,OTHER,S-CORPORATION,P,MEADOWBROOK ACRES,NURSING CARE MANAGEMENT OF AMERICA,379,2149 GREENBRIER ST,,CHARLESTON,WV,253119623
O20040720000444,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912980335,N,195555,7214916451,"SABINE RETIREMENT & REHABILITATION CENTER, LLC",SABINE RETIREMENT & REHABILITATION CENTER,,LA,LLC,,P,SABINE RETIREMENT AND REHAB CENTER,TRUSTCARE MANAGEMENT,530,965 FISHER RD,,MANY,LA,714493819
O20040720001490,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1922008903,N,115559,7618957895,"FRIENDSHIP HEALTH & REHAB, LLC",FRIENDSHIP HEALTH AND REHAB,,,LLC,,P,FRIENDSHIP HEALTH AND REHAB,,,161 FRIENDSHIP RD,,CLEVELAND,GA,305285724
O20040720001520,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851392773,N,115560,5496735672,GATEWAY HEALTH & REHAB LLC,,,,LLC,,P,GATEWAY HEALTH AND REHAB,,,3201 WESTMORELAND RD,,CLEVELAND,GA,305285851
O20040721000099,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407071616,N,445189,1658351754,"PSALMS, INC",KIRBY PINES MANOR,03/02/1981,TN,LLC,,N,KIRBY PINES MANOR,,,3535 KIRBY PKWY,,MEMPHIS,TN,381153721
O20040721000165,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750381737,N,115558,6305826413,DADE HEALTH & REHAB LLC,DADE HEALTH AND REHAB,,,LLC,,P,DADE HEALTH AND REHAB,,,1234 HIGHWAY 301,,TRENTON,GA,307524727
O20040721000180,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295735272,N,115287,1658351770,CHULIO HILLS HEALTH & REHAB LLC,CHULIO HILLS HEALTH AND REHAB,,,LLC,,P,CHULIO HILLS HEALTH AND REHAB,,,1170 CHULIO RD SE,,ROME,GA,301614084
O20040721000207,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376684951,N,105823,9234119355,"POLK COUNTY, A POLITICAL SUBDIVISION OF THE STATE OF FLORIDA",THE ROHR HOME,02/08/2007,FL,OTHER,GOVERNMENT,N,"ROHR HOME, THE",,,2120 MARSHALL EDWARDS DRIVE,,BARTOW,FL,338306731
O20040721001076,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033142153,N,265744,3072593078,TIFFANY CARE CENTERS INC,PLEASANT VIEW,04/12/1977,MO,CORPORATION,,P,,,,470 RAINBOW DR,,ROCK PORT,MO,644821641
O20040721001176,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558394668,N,265746,3072593078,TIFFANY CARE CENTERS INC,TIFFANY HEIGHTS,04/12/1977,MO,CORPORATION,,P,,,,1531 NEBRASKA ST,,MOUND CITY,MO,644701610
O20040721001663,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265446041,N,175477,9436139342,"LEONARDVILLE NURSING HOME, INC",LEONARDVILLE NURSING HOME,05/04/1966,KS,CORPORATION,,N,LEONARDVILLE NURSING HOME,,,409 W BARTON RD,,LEONARDVILLE,KS,664492023
O20040722001028,NE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225117385,N,285057,3274421284,"TABITHA, INC.",TABITHA NURSING HOME,04/28/1949,NE,CORPORATION,,N,TABITHA NURSING HOME,,,4720 RANDOLPH ST,,LINCOLN,NE,685103741
O20040723000235,NE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871540526,N,285137,4183521669,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,LIFE CARE CENTER OF OMAHA,,,PARTNERSHIP,,P,LIFE CARE CENTER OF OMAHA,LIFE CARE CENTERS OF AMERICA,311,6032 VILLE DE SANTE DR,,OMAHA,NE,681041137
O20040723000973,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1497736813,N,255296,7214917764,DESOTO HEALTHCARE INC,DESOTO HEALTHCARE CENTER,07/17/2002,MS,CORPORATION,,P,DESOTO HEALTHCARE CENTER,ADVANCED HEALTH CARE MANAGEMENT,12,7805 SOUTHCREST PKWY,,SOUTHAVEN,MS,386714741
O20040726000402,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306948682,N,195608,6204816507,SOUTHWEST LOUISIANA VETERANS HOME,,,,OTHER,STATE GOVERNMENT,N,SOUTHWEST LOUISIANA WAR VETERANS HOME,STATE OF LOUISIANA DEPARTMENT OF VETERANS AFFAIRS,488,1610 EVANGELINE RD,,JENNINGS,LA,705463922
O20040726000532,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1659370344,N,315485,8224018544,"CARE ONE AT WALL, LLC",CARE ONE AT WALL,07/12/1999,NJ,LLC,,P,CAREONE AT WALL,CAREONE,109,2621 HIGHWAY 138,,WALL,NJ,077199660
O20040726001254,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1174505309,N,165405,5395635650,CORNERSTONE SENIOR COMMUNITIES OF REMSEN,HAPPY SIESTA HEALTH CARE CENTER,04/01/2004,IA,CORPORATION,,N,HAPPY SIESTA HEALTH CARE CENTER,,,423 ROOSEVELT ST,,REMSEN,IA,510501074
O20040726001331,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780600767,N,106064,6709856032,"DUVAL MEDICAL INVESTORS, LLC",LIFE CARE CENTER OF JACKSONVILLE,,,LLC,,P,LIFE CARE CENTER OF JACKSONVILLE,LIFE CARE CENTERS OF AMERICA,311,4813 LENOIR AVE,,JACKSONVILLE,FL,322166015
O20040727000065,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184629495,N,335554,8426028796,BRIGHTONIAN INC.,"THE BRIGHTONIAN, INC.",03/01/1997,NY,CORPORATION,,P,"THE BRIGHTONIAN, INC",HURLBUT CARE,275,1919 ELMWOOD AVE,,ROCHESTER,NY,146203321
O20040727000072,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396706149,N,195310,2961472238,"NEXION HEALTH AT MANY NORTH, INC.",MANY HEALTHCARE AND REHABILITATION CENTER,01/15/2002,DE,CORPORATION,,P,MANY HEALTHCARE AND REHABILITATION CENTER,NEXION HEALTH,370,120 NATCHITOCHES HWY 6,,MANY,LA,714493312
O20040727000138,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407851629,N,335219001,2264402536,"NEWARK MANOR NURSING HOME, INC.",NEWARK MANOR NURSING HOME,07/01/1997,NY,CORPORATION,,P,NEWARK MANOR NURSING HOME INC,HURLBUT CARE,275,222 W PEARL ST,,NEWARK,NY,145131048
O20040727000216,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528063658,N,335366,2365412640,WOODSIDE MANOR NURSING HOME INC,WOODSIDE MANOR NURSING HOME,11/12/1974,NY,CORPORATION,,P,WOODSIDE MANOR NURSING HOME INC,HURLBUT CARE,275,2425 CLINTON AVENUE SOUTH,,ROCHESTER,NY,146182646
O20040727000240,WV,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316918543,N,515113,6800866187,"ST. MARY'S MEDICAL CENTER, INC",,12/28/1990,WV,CORPORATION,,N,ST. MARY'S HOSPITAL,,,2900 FIRST AVENUE,,HUNTINGTON,WV,25702
O20040727000289,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1467457002,N,335493,7214830454,CONCOURSE REHAB & NURSING CTR INC,,08/30/1995,NY,CORPORATION,,P,CONCOURSE REHABILITATION AND NURSING CENTER INC,,,1072 GRAND CONCOURSE,,BRONX,NY,104563901
O20040727000320,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710910492,N,425337,3173593365,RCM COLUMBIA,LIFE CARE CENTER OF COLUMBIA,11/06/1987,SC,CORPORATION,,P,LIFE CARE CENTER OF COLUMBIA,LIFE CARE CENTERS OF AMERICA,311,2514 FARAWAY DR,,COLUMBIA,SC,292233969
O20040727000359,HI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376600098,N,125045,4587634779,HILO MEDICAL INVESTORS LTD,HALE ANUENUE RESTORATIVE CARE CENTER,,,PARTNERSHIP,,P,HALE ANUENUE RESTORATIVE CARE,LIFE CARE CENTERS OF AMERICA,311,1333 WAIANUENUE AVE,,HILO,HI,967201202
O20040727000399,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407813173,N,195312,2365412566,"NEXION HEALTH AT PIERREMONT, INC.",PIERREMONT HEALTHCARE CENTER,01/15/2002,DE,CORPORATION,,P,PIERREMONT HEALTHCARE CENTER,NEXION HEALTH,370,725 MITCHELL LN,,SHREVEPORT,LA,711062149
O20040727000451,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699706630,N,445239,0840260048,WARTBURG MEDICAL INVESTORS LP,LIFE CARE CENTER OF MORGAN COUNTY,,,PARTNERSHIP,,P,LIFE CARE CENTER OF MORGAN COUNTY,LIFE CARE CENTERS OF AMERICA,311,419 S KINGSTON ST,,WARTBURG,TN,378874317
O20040727000469,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235190075,N,195315,7911977129,"NEXION HEALTH AT KAPLAN, INC.",KAPLAN HEALTHCARE CENTER,01/15/2002,DE,CORPORATION,,P,KAPLAN HEALTHCARE CENTER,NEXION HEALTH,370,1300 WEST 8TH ST,,KAPLAN,LA,705482916
O20040727000536,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1730140567,N,195316,6204806417,"NEXION HEALTH AT CLAIBORNE, INC.",CLAIBORNE HEALTHCARE CENTER,01/15/2002,DE,CORPORATION,,P,CLAIBORNE HEALTHCARE CENTER,NEXION HEALTH,370,1536 CLAIBORNE AVE,,SHREVEPORT,LA,711034206
O20040727000667,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124085873,N,195319,6406826643,"NEXION HEALTH AT THIBODAUX, INC.",THIBODAUX HEALTHCARE AND REHABILIATION CENTER,01/15/2002,DE,CORPORATION,,P,THIBODAUX HEALTHCARE AND REHABILITATION CENTER,NEXION HEALTH,370,150 PERCY BROWN RD,,THIBODAUX,LA,703016748
O20040727000734,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356308860,N,195325,3779553920,"NEXION HEALTH AT VIVIAN, INC.",VIVIAN HEALTHCARE CENTER,01/15/2002,DE,CORPORATION,,P,VIVIAN HEALTHCARE CENTER,NEXION HEALTH,370,912 PECAN STREET,,VIVIAN,LA,710823350
O20040727001452,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851387187,N,045398,8628048758,"NORTHWEST HEALTH AND REHAB, INC.",NORTH HILLS LIFE CARE AND REHAB,06/02/2004,AR,CORPORATION,,P,NORTH HILLS LIFE CARE AND REHAB,ANTHONY & BRYAN ADAMS,36,27 E APPLEBY RD,,FAYETTEVILLE,AR,727033902
O20040728000744,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639136302,N,195326,4688644545,"NEXION HEALTH AT NEW IBERIA SOUTH, INC.",NEW IBERIA MANOR SOUTH,01/15/2002,DE,CORPORATION,,P,NEW IBERIA MANOR SOUTH,NEXION HEALTH,370,600 BAYARD ST,,NEW IBERIA,LA,705605734
O20040728001055,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1104887561,N,265752,6002886900,LAWRENCE COUNTY NURSING HOME DISTRICT,LAWRENCE COUNTY MANOR,,,OTHER,POLITICAL SUBDIVISION,N,LAWRENCE COUNTY MANOR,,,915 CARL ALLEN STREET,,MOUNT VERNON,MO,657121612
O20040728001303,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578526406,N,365410,8729058656,CONSOLIDATED RESOURCES HEALTH CARE,MAYFAIR VILLAGE NURSING CARE CENTER,,,PARTNERSHIP,,P,MAYFAIR VILLAGE NURSING CARE C,LIFE CARE CENTERS OF AMERICA,311,3000 BETHEL RD,,COLUMBUS,OH,432202262
O20040729000109,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578645214,N,365448,2365412160,RESTHAVEN OPERATIONS LLC,REST HAVEN NURSING HOME,04/14/2004,OH,LLC,,P,REST HAVEN NURSING HOME INC,VANCREST HEALTH CARE CENTERS,542,1096N OHIO ST,,GREENVILLE,OH,453312919
O20040729000304,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1922051796,N,195574,8123098951,"MAISON TECHE, LLC",MAISON TECHE NURSING CENTER,10/01/1990,LA,CORPORATION,,P,MAISON TECHE NURSING CENTER,,,7307 OLD SPANISH TRL,,JEANERETTE,LA,705446100
O20040729000342,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013914878,N,335806,3072583707,THE BETHEL SPRINGVALE NURSING HOME INC,BETHEL NURSING AND REHABILITATION CENTER,01/05/2009,NY,CORPORATION,,N,BETHEL NURSING & REHABILITATION CENTER,,,67 SPRINGVALE RD,,CROTON ON HUDSON,NY,105201343
O20040729000366,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386641140,N,335490,9032189766,THE BETHEL NURSING HOME COMPANY INC,BETHEL NURSING HOME,10/16/1970,NY,CORPORATION,,N,BETHEL NURSING HOME COMPANY INC,,,17 NARRAGANSETT AVE,,OSSINING,NY,105622843
O20040729000545,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710948575,N,195336,6204806953,"NEXION HEALTH AT MARRERO, INC.",MARRERO HEALTHCARE CENTER,01/15/2002,DE,CORPORATION,,P,MARRERO HEALTHCARE CENTER,NEXION HEALTH,370,5301 AUGUST LN,,MARRERO,LA,700723607
O20040729000629,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184681843,N,195328,8123098886,"NEXION HEALTH AT NEW IBERIA NORTH, INC.",NEW IBERIA MANOR NORTH,01/15/2002,DE,CORPORATION,,P,NEW IBERIA MANOR NORTH,NEXION HEALTH,370,1803 JANE ST,,NEW IBERIA,LA,705631005
O20040729000670,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356302194,N,195327,5890765564,"NEXION HEALTH AT GONZALES, INC.",GONZALES HEALTHCARE CENTER,01/15/2002,DE,CORPORATION,,P,GONZALES HEALTHCARE CENTER,NEXION HEALTH,370,905 W CORNERVIEW RD,,GONZALES,LA,707373311
O20040729000778,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1427076256,N,255320,0143290825,THE LANDMARK NURSING CENTER INC.,THE LANDMARK NURSING & REHABILITATION CENTER,12/03/2001,MS,CORPORATION,,P,LANDMARK NURSING AND REHAB CENTER,,,100 LAUREN DR,,BOONEVILLE,MS,388292507
O20040729001318,HI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578560025,N,125051,0648240291,"OAHU HEALTHCARE, LLC",KA PUNAWAI OLA,06/02/1997,GA,LLC,,P,KA PUNAWAI OLA,LIFE CARE CENTERS OF AMERICA,311,599 FARRINGTON HIGHWAY,,KAPOLEI,HI,967072028
O20040729001350,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013954353,N,106062,9234109885,CC-NAPLES INC,BENTLEY CARE CENTER,12/11/1990,DE,CORPORATION,,P,BENTLEY CARE CENTER,VI LIVING,548,875 RETREAT DR,,NAPLES,FL,341107927
O20040730000035,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992736912,N,445294,4183521669,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,LIFE CARE CENTER OF COLLEGEDALE,,,PARTNERSHIP,,P,LIFE CARE CENTER OF COLLEGEDALE,LIFE CARE CENTERS OF AMERICA,311,9210 APISON PIKE,,COLLEGEDALE,TN,37315
O20040730000051,WA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841246659,N,505188,4183521669,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,LIFE CARE CENTER OF FEDERAL WAY,,,PARTNERSHIP,,P,LIFE CARE CENTER OF FEDERAL WAY,LIFE CARE CENTERS OF AMERICA,311,1045 S 308TH ST,,FEDERAL WAY,WA,980034706
O20040730000086,WA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1245284835,N,505257,4183521669,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,ALDERWOOD MANOR,,,PARTNERSHIP,,P,ALDERWOOD MANOR,LIFE CARE CENTERS OF AMERICA,311,3600 EAST HARTSON AVE,,SPOKANE,WA,992025102
O20040730000102,WA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881648061,N,505313,4183521669,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,HALLMARK MANOR,,,PARTNERSHIP,,P,HALLMARK MANOR,LIFE CARE CENTERS OF AMERICA,311,32300 1ST AVE S,,FEDERAL WAY,WA,980035762
O20040730000127,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801086483,N,525679,4587642418,TRI-COUNTY MEMORIAL HOSPITAL INC,GUNDERSEN TRI-COUNTY CARE CENTER,01/17/1930,WI,CORPORATION,,N,GUNDERSEN TRI-COUNTY CARE CENTER,GUNDERSEN HEALTH SYSTEM,244,18601 LINCOLN ST,,WHITEHALL,WI,547738605
O20040730000762,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346210515,N,365988,4486624970,WILLOW BROOK CHRISTIAN SERVICES,WILLOW BROOK CHRISTIAN HOME,04/12/2004,OH,CORPORATION,,N,WILLOW BROOK CHRISTIAN HOME,,,55 LAZELLE RD,,COLUMBUS,OH,43235
O20040730000918,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1417943739,N,045342,9638149040,"NASHVILLE NURSING AND REHAB, INC.",,06/02/2004,AR,CORPORATION,,P,,,,810 N 8TH ST,,NASHVILLE,AR,718523603
O20040730001066,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790771020,N,045371,2163492596,"WESTWOOD HEALTH AND REHAB, INC.",,06/02/2004,AR,CORPORATION,,P,"WESTWOOD HEALTH AND REHAB, INC",ANTHONY & BRYAN ADAMS,36,802 S. WEST END STREET,,SPRINGDALE,AR,727645222
O20040730001105,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548256878,N,045367,8022088459,"WINDCREST HEALTH AND REHAB, INC.",,06/02/2004,AR,CORPORATION,,P,WINDCREST HEALTH AND REHAB INC,ANTHONY & BRYAN ADAMS,36,2455 LOWELL ROAD,,SPRINGDALE,AR,727641844
O20040802000647,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851399927,N,235432,6800867185,"ATRIUM GRAYLING, LLC.",GRAYLING NURSING & REHABILITATION COMMUNITY,09/22/1999,MI,LLC,,P,GRAYLING NURSING & REHAB COMMUNITY,ATRIUM CENTERS,54,331 MEADOWS DR,,GRAYLING,MI,497382016
O20040802001011,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578589925,N,105289,4486625712,PUNTA GORDA MEDICAL INVESTORS LLC,LIFE CARE CENTER OF PUNTA GORDA,,,LLC,,P,LIFE CARE CENTER OF PUNTA GORDA,LIFE CARE CENTERS OF AMERICA,311,450 SHREVE ST,,PUNTA GORDA,FL,339503325
O20040802001099,CO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891882957,N,065269,6305817644,"SOUTH PUEBLO MEDICAL INVESTORS, LLC",LIFE CARE CENTER OF PUEBLO,,,LLC,,P,LIFE CARE CENTER OF PUEBLO,LIFE CARE CENTERS OF AMERICA,311,2118 CHATALET LN,,PUEBLO,CO,810054625
O20040802001168,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902868334,N,235516,2961473202,RIVERVIEW MEDICAL INVESTORS LIMITED PARTNERSHIP,RIVERGATE TERRACE,,,PARTNERSHIP,,P,RIVERGATE TERRACE,LIFE CARE CENTERS OF AMERICA,311,14141 PENNSYLVANIA ROAD,,RIVERVIEW,MI,481937509
O20040802001610,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1174577829,N,265761,5193796399,LINCOLN COMMUNITY NURSING HOME,LINCOLN COMMUNITY CARE CENTER,07/09/1969,MO,OTHER,501 C3 PUBLIC ENTITY,N,LINCOLN COMMUNITY CARE CENTER,,,205 TIMBERLINE DR,,LINCOLN,MO,653382007
O20040803000501,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1861491540,N,315477,1658342712,"493 BLACK OAK RIDGE ROAD, LLC",CARE ONE AT WAYNE,03/18/2004,NJ,LLC,,P,CAREONE AT WAYNE,CAREONE,109,493 BLACK OAK RIDGE RD,CARE ONE AT WAYNE,WAYNE,NJ,074706501
O20040803001319,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801972906,N,065384,7113998170,SENEX FOUNDATION INC,SANDROCK RIDGE CARE AND REHAB,04/21/2004,CO,CORPORATION,,P,SANDROCK RIDGE CARE AND REHAB,,,943 WEST 8TH DRIVE,,CRAIG,CO,816253110
O20040804000518,NV,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083612741,N,295081,9234022153,STATE OF NEVADA,NEVADA STATE VETERANS HOME - BOULDER CITY,,,OTHER,STATE OF NEVADA,P,NEVADA STATE VETERANS HOME - BOULDER CITY,,,100 VETERANS MEMORIAL DR,,BOULDER CITY,NV,890051926
O20040804000590,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841385804,N,075388,0143291047,BRIGHTVIEW NURSING & RETIREMENT CENTER LTD.,APPLE REHAB AVON,07/01/1982,CT,CORPORATION,,P,APPLE REHAB AVON,APPLE REHAB,39,220 SCOVILLE RD,,AVON,CT,060012515
O20040804000668,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1174522833,N,315152,0244201150,"301 UNION STREET, LLC",CARE ONE AT WELLINGTON,03/18/2004,NJ,LLC,,P,CAREONE AT WELLINGTON,CAREONE,109,301 UNION STREET,,HACKENSACK,NJ,076014304
O20040804000769,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679603732,N,075327,0042281974,MARY ELIZABETH NURSING CENTER. INC.,APPLE REHAB MYSTIC,07/23/1984,CT,CORPORATION,,P,APPLE REHAB MYSTIC,APPLE REHAB,39,28 BROADWAY AVE,,MYSTIC,CT,063552833
O20040804000983,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942379177,N,075144,9133190986,"FOWLER NURSING CENTER, INC.",APPLE REHAB GUILFORD,09/28/1984,CT,CORPORATION,,P,APPLE REHAB GUILFORD,APPLE REHAB,39,10 BOSTON POST RD,,GUILFORD,CT,064372907
O20040804001016,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558430256,N,075181,4284605049,"WATERBURY EXTENDED CARE FACILITY, INC.",APPLE REHAB WATERTOWN,10/01/1985,CT,CORPORATION,,P,APPLE REHAB WATERTOWN,APPLE REHAB,39,35 BUNKER HILL RD,,WATERTOWN,CT,067953304
O20040804001091,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548339740,N,075403,3577534338,"HARBOR VIEW MANOR, INC.",,01/22/1986,CT,CORPORATION,,P,APPLE REHAB WEST HAVEN,APPLE REHAB,39,308 SAVIN AVE,,WEST HAVEN,CT,065165805
O20040804001146,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1023187291,N,075111,1254302029,"WOLCOTT HALL NURSING CENTER, INC.",,03/12/1986,CT,CORPORATION,,P,WOLCOTT HALL NURSING CENTER INC,APPLE REHAB,39,215 FOREST ST,,TORRINGTON,CT,067904947
O20040804001205,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184657173,N,075211,2668443441,"ELM HILL NURSING CENTER, INC.",APPLE REHAB ROCKY HILL,12/05/1986,CT,CORPORATION,,P,APPLE REHAB ROCKY HILL,APPLE REHAB,39,45 ELM ST,,ROCKY HILL,CT,060672305
